Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.00470321845209
Cc1ccc(C(=O)NCc2c(C)nn(Cc3ccccc3)c2C)s1, fitness:1.1981915389
CC(c1ccccc1)N(C)C(=O)c1ccccc1-n1cnnn1, fitness:0.109275856125
CCOc1ccccc1C(=O)Nc1cc(C)nn1Cc1ccco1, fitness:1.35493084292
Cc1noc(CSc2nnc(-c3ccncc3)n2CC(C)C)n1, fitness:0.918401548329
CC(C(=O)N(C)Cc1cccc(F)c1)n1cnc2ccsc2c1=O, fitness:1.10891064302
CC1CN(C(=O)C(C)NC(=O)CC2Cc3ccccc3N2)CCO1, fitness:0.582628871108
COc1ccc(CNC(=O)c2cc(C(N)=O)cs2)cc1, fitness:0.0842731808326
Cc1cc(Cl)ccc1NC(=O)N1CCC(CO)CC1, fitness:0.194714343988
COc1cccc(C(=O)N(Cc2cccnc2)Cc2ccsc2)c1, fitness:1.11969821351
CN(Cc1ccccc1O)C(=O)c1ccncc1N1CCCC1, fitness:1.17704246306
Cc1cc(C(=O)NCc2cc3c(cc2Cl)OCO3)no1, fitness:0.234652916284
CN(Cc1ccc(F)cc1)CC(O)CN1CCOCC1, fitness:0.0379146264777
CCN(CC1CCOC1)C(=O)c1ccc(-n2cnnn2)cc1C, fitness:0.983623247482
CC(C)c1nnnn1CC(=O)NCC1CCCO1, fitness:0.48193309147
CC(C)NC(=O)COc1cccc(C(=O)NCc2cccnc2)c1, fitness:0.0124603862714
CC(C)(C)OC(=O)NCC(=O)N1CCCCC1c1ccccc1, fitness:0.439727792979
Cc1ncc(C)c(NCC(=O)NCc2ccccc2)n1, fitness:0.0730629247676
CCN(CC(C)C#N)C(=O)Nc1cccc(Oc2cccnc2)c1, fitness:1.0126136929
Cc1ccc(CNC(=O)CC2Oc3ccccc3NC2=O)o1, fitness:0.764305333517
CCC(CO)NC(=O)c1ccccc1S(C)(=O)=O, fitness:0.00100818615988
Cc1ccc(OCCN2CCOC(C(N)=O)C2)cc1, fitness:0.228771008207
COC(=O)c1ccc(C(=O)N2CCOCC2C2CC2)cc1, fitness:0.0293470161527
CC1CCCCN1C(=O)CSc1nncn1-c1ccccc1, fitness:0.829120798984
Cc1occc1C(=O)Nc1cc(-c2ccccc2)nn1C(C)C, fitness:1.1282215958
COc1cccc(CN(C)C(=O)c2ccc(C)s2)c1OC, fitness:0.126600192896
O=C(NCc1cccc2c1OCCO2)c1ncccc1OC1CCC1, fitness:0.941157986224
COC(=O)c1ccc(NC(=O)Cc2cccc(C)c2)cc1, fitness:0.0439171829399
Cc1cc(CNC(=O)COc2ccccc2F)ccc1N1CCCC1=O, fitness:1.16221679087
CN(CC(=O)Nc1ccc(F)cc1)C(=O)c1nc2ncccn2n1, fitness:1.56468321359
N#Cc1ccccc1CSc1ncncc1C(F)(F)F, fitness:0.048784235937
CN(Cc1cccc(F)c1)C(=O)Cn1c(=O)[nH]c2ccccc21, fitness:1.1999468845
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ccccc23)cc1, fitness:0.199872573506
CN1CCN(C(=O)Cc2cccc(Cl)c2)CC1=O, fitness:0.0620593949967
Cc1cc(NC(=O)C(C)n2ccccc2=O)c2ncccc2c1, fitness:1.19025630522
Cc1coc(C(=O)NC2CCCCN2c2cncnc2)c1C, fitness:0.700600896845
CN(Cc1ccc(C#N)cc1)C(=O)c1cccnc1N1CCCC1, fitness:1.21365075562
CN(CC(=O)NC1CC1)C(=O)c1cccc2ncccc12, fitness:1.12016126901
CC(=O)NCc1nc2ccccc2n1CC(=O)N(C)Cc1ccccc1, fitness:1.26275878705
Cc1noc(-c2cc3c([nH]c2=O)CC(c2ccccc2)CC3=O)n1, fitness:0.741703310656
Cc1ccccc1S(=O)(=O)NC(C#N)c1ccncc1, fitness:0.0196116368827
CCC(=O)Nc1ccccc1C(=O)N(CCOC)Cc1ccccc1, fitness:0.00030847594743
Cc1nc(CN2CCNCC2(N)c2ccccc2Cl)no1, fitness:0.801862336306
Cc1cnoc1NC(=O)CSc1n[nH]c(-c2ccccc2)n1, fitness:1.1025655463
Cc1cccc(NC(=O)c2cc(=O)[nH]c3c(Cl)cccc23)c1, fitness:0.298677696232
Cc1cn(CC(=O)N2CC(C)NCc3ccccc32)c(=O)s1, fitness:-1.47625027014
CN(Cc1ccccn1)C(=O)c1cccc(OCc2cscn2)c1, fitness:1.27970536347
CCC(CO)NC(=O)NC(C)c1ncc2ccccn12, fitness:0.841545522887
Cc1[nH]c2c(c1C(=O)Nc1ccc(C#N)cc1)C(=O)CCC2, fitness:0.595002591147
N#CCSc1nnc(-c2cccc(N)c2)o1, fitness:0.0176082347753
CC(c1ccc(Cl)cc1)N(C)C(=O)c1ccncc1, fitness:0.00210926859374
C=C(C)n1nnnc1SCC(=O)Nc1cccc(Cl)c1, fitness:1.31037170898
COc1cccc(C(C)NC(=O)CC2Cc3ccccc3N2)c1, fitness:0.727339788608
Cc1cccc(-c2nnc(NC(=O)c3cc[nH]c(=O)c3C)o2)c1, fitness:1.04934602013
COc1cccc(C(=O)Nc2cccc(C#N)c2)c1OC(F)F, fitness:1.00032956493
C#Cc1ccccc1OCC(=O)NCC(O)c1ccco1, fitness:0.576128437816
C#CCN(Cc1cccc(F)c1)C(=O)c1cccc(NC)c1, fitness:1.1046315393
Cc1ncnc(NC(=O)N(C)Cc2ccc(F)cc2)c1C, fitness:0.0984368397236
Cc1cc(C(=O)N(CC(=O)Nc2ccccc2C)C(C)(O)O)ccn1, fitness:1.13071975797
CCc1ccccc1C(=O)Nc1nnc(C2CC2)s1, fitness:0.150581912787
CC(CN1CCOCC1)NC(=O)Cc1cccc(F)c1, fitness:0.636899436115
CC(=O)NCCC(=O)OCC(=O)N1CCc2ccccc21, fitness:0.388441164167
Cc1oc2c(c1C(=O)NCC1CCCO1)C(=O)CCC2, fitness:0.34700999339
COc1ccc(OC)c(CNC(=O)c2n[nH]c(=O)[nH]2)c1, fitness:0.348193705377
Cc1noc(C)c1CN1CCN(C(=O)Cc2ccsc2)CC1, fitness:0.911068238811
Cc1noc(CNc2cccc(C(=O)NCc3cccc(F)c3)c2)n1, fitness:1.3148787355
NC(=O)c1ccsc1NC(=O)Cc1ccccc1F, fitness:0.0271404225799
CSc1ccc(NC(=O)Cc2cn3ccccc3n2)cc1, fitness:0.518042799911
NC1(c2ccccc2C(F)(F)F)Nc2ccncc2C1=O, fitness:0.00445043312552
Cc1c(CNC(=O)Cc2ccccc2OC(C)C)c[nH]c1N, fitness:0.864768140147
O=C(CCn1ccccc1=O)NCC1(c2ccc(F)cc2)CCCC1, fitness:0.619219350327
Cc1ccc(NC(=O)c2cc(F)ccc2F)cn1, fitness:0.019551463243
COc1cc(F)cc(CN(C)C(=O)Cn2cnnn2)c1, fitness:1.15705048737
CCOc1ccc(C(=O)NCc2ncsc2C)cc1, fitness:0.0946609522124
Cc1cc(NC(=O)Cc2c[nH]c3ccccc23)c2ncccc2c1, fitness:1.63858637161
CCOC(=O)c1ccccc1NC(=O)C1COc2ccc(F)cc2C1, fitness:0.782897750765
CC(=O)Nc1cccc(C(=O)NCc2cccnc2OC2CCCC2)c1, fitness:1.2740874164
Cc1c(N)n[nH]c1C(=O)NCc1ccccc1Cl, fitness:0.099913897565
Cc1nccn1CC(=O)Nc1cc(C(F)(F)F)ccc1Cl, fitness:1.43678514075
Cc1ccc(C(=O)N2CCN(Cc3csc(C)n3)CC2)cc1, fitness:0.0861523410462
COc1ccc(C(=O)Nc2nc(C3CC3)cs2)cc1OC, fitness:0.455992263396
CC(C)CN(CC(F)(F)F)C(=O)c1ccsc1, fitness:0.000725511548619
Cc1ccccc1-c1nnc(SCC(=O)N2CCCCC2)o1, fitness:0.746582147904
Cc1c(Cl)nn(CC(=O)Nc2ccnc3ccccc23)c1C, fitness:1.76887873431
CC(=O)Nc1cccc(OCC(=O)Nc2cccc(C#N)c2)c1, fitness:0.141261806823
CCn1nccc1C(=O)NCc1ccc(NC(=O)C(C)C)cc1, fitness:0.436350396644
COc1cc(OC)cc(C(=O)NCc2cnc(C)o2)c1, fitness:0.0269179331692
O=C(Cn1ccccc1=O)Nc1cc(Cl)ccc1F, fitness:0.098539480046
CC(C)Oc1cccc(CNC(=O)C2C(=O)CCN2C2CC2)c1, fitness:0.774371498973
Cc1cccc(C)c1OCC(=O)NCc1nnc2ccccn12, fitness:0.735344094977
Cc1cc(CN(C)C(=O)Nc2cc(-c3ncco3)ccc2C)no1, fitness:1.38648216493
CCN(Cc1cccc(C)c1)C(=O)Cn1nc(C)ccc1=O, fitness:0.81292750636
CC(C)N(C(=O)Cc1cccc2c1OCO2)C(C)O, fitness:0.0481552484362
CCc1nc(N)nc(NCc2ccccn2)c1C(=O)N(C)C, fitness:1.24207992336
COc1ccccc1CN(CC1CCCO1)C(=O)c1cccn1C, fitness:0.780813268408
Nc1ccc2c(c1F)C(CNC(=O)c1ccccc1)=CCN2, fitness:0.399274466585
Cc1ccnc(NC(=O)c2ccc(C(=O)N3CCCC3)cc2)c1, fitness:0.0703786459455
CC(=O)Nc1ccc(C(=O)N2CCN(c3ccc(C)cc3)CC2)cc1, fitness:0.0172720336651
Cc1cccc(F)c1C(=O)NCC(=O)NCc1ccncc1, fitness:0.164348984591
Cc1cocc1C(=O)NC(c1cccc(F)c1)C(F)(F)F, fitness:0.151904428089
N#Cc1cccc(NC(=O)c2cscc2NC(=O)c2ccco2)c1, fitness:0.799002773911
CC1CCCCC1NC(=O)Cc1ccccc1N1CCC(=O)C1, fitness:0.657168990008
CC(C(=O)NC1Cc2ccccc2C1O)n1ccccc1=O, fitness:0.361950001704
Cc1cc(-c2nnc(NC(=O)c3ccn(C)n3)o2)c(C)o1, fitness:0.710951245994
Cc1cc(C(=O)NC(C)c2nc3ccccc3[nH]2)sc1C, fitness:0.721361292466
CC1=c2c(nc(CNC(=O)c3cccc(C)c3C)[nH]c2=O)=CNC1, fitness:0.873904978204
CC(C)N(Cc1ccncc1)C(=O)Cc1ccc(Cl)cc1, fitness:0.00968156451022
COc1cccc(OC)c1CNC(=O)Nc1c(N)n[nH]c1C, fitness:0.306864065949
NC(=O)C1CN(C(=O)C2COc3ccccc32)Cc2ccccc21, fitness:0.0631255050456
CC(C)NC(=O)C1CCCN(Cc2nccn2C(F)F)C1, fitness:0.924502595242
COc1ccc2ccccc2c1CNC(=O)Cc1csc(C)n1, fitness:1.3254003723
CC(C)Oc1ccc(CN(CC(=O)N2CCCC2)C2CC2)cc1, fitness:0.0028545416588
Cc1occc1C(=O)Nc1ccccc1C(=O)NC1CCCC1, fitness:0.117177923415
C=C(C)n1nnnc1SCC(=O)N1CCOCC1C, fitness:0.542429924203
CCS(=O)(=O)N1CCCCC1C(=O)NCC1CCOC1, fitness:0.217297175255
CCOc1ccc(C(=O)N2CCCC2c2ccncc2)cc1F, fitness:0.984007466561
Cc1cccc(NC(=O)c2nc3c([nH]2)NCCC3)c1C, fitness:0.728711806004
CCOC(=O)c1cccnc1NCc1ccccc1-n1cccn1, fitness:1.23026264797
Cc1cc2ccccc2n1CC(=O)NCc1cc(-c2ccccc2)on1, fitness:1.15350375112
Cc1cn2nc(C(=O)NCc3ccc(-n4ccnc4)cc3)cc2nc1C, fitness:1.23761965956
O=C(Cc1cnc(-c2ccccc2)s1)N1CCCC2OCOC21, fitness:0.643491431851
Cc1ccc(Cn2c(-c3ccc(Cl)cc3)noc2=O)cc1, fitness:0.0176570959825
Cc1sc2c(=O)[nH]c(SCC(=O)N3CCC(C)CC3)nc2c1C, fitness:0.718711269101
CC(C)c1nnnn1CC(=O)N1CCc2ccccc21, fitness:0.375612285674
CC(Cc1ccsc1)NS(=O)(=O)c1ccc(C#N)cc1, fitness:0.062338327615
CC(C)c1nc(CNC(=O)Cc2ccc(Cl)cc2)cs1, fitness:0.143992111832
CCN(CC(=O)NC1CC1)C(=O)c1ccc(Cl)cc1, fitness:0.0177589670724
N#Cc1ccc(NC(=O)CCC(=O)c2ccc(F)cc2)cc1, fitness:0.00913187532999
Cc1cc(S(=O)(=O)NCc2ncsc2C)cc(C)c1C, fitness:0.00586563877438
CC(NC(=O)NCC1CC1C)c1nnc2ccccn12, fitness:0.807433281382
COc1cccc(-c2noc(CNC(=O)c3ccc(F)cc3F)n2)c1, fitness:1.15577983452
Cc1nc(CC2COCCN2S(=O)(=O)c2cccc(F)c2)no1, fitness:1.06634934208
Cc1ccc(-c2nnc(CN3CCN(S(C)(=O)=O)CC3)o2)cc1, fitness:0.0802280885178
Cn1nnnc1SCC(=O)Nc1ccc(F)cc1, fitness:0.0884006893503
CC(CN1CCOCC1)NC(=O)c1cccnc1Cl, fitness:0.774477912556
CC(NC(=O)c1ccncc1)c1cc(F)ccc1F, fitness:0.0112240804429
Cc1ccccc1CNC(=O)N(C)CCS(=O)(=O)c1ccccc1, fitness:0.0940917325785
O=C(c1cccc(Cl)c1)N1CCN(Cc2cscn2)CC1, fitness:0.670646729339
Cc1cc(C)cc(NC(=O)CN(C)S(=O)(=O)c2ccsc2)c1, fitness:0.155650061489
COc1cccc(CN(C(=O)c2cccnc2Cl)C2CC2)c1, fitness:1.37063711494
O=C(NCc1nnc2ccccn12)c1cccc(-c2ccoc2)c1, fitness:1.0222746487
CC(=O)N1CCCC1C(=O)Nc1cccc(CN2CCOCC2)c1, fitness:0.98053442238
O=C(Cn1nccc1C(F)(F)F)Nc1ccccc1O, fitness:0.0776409193955
CC(C)Oc1ccccc1NCC(=O)NCc1ccoc1, fitness:0.00514713935691
COc1ccc(-c2nnn(CC(=O)NC3CC3)n2)cc1, fitness:0.479241029797
COc1ccc(NC(=O)c2n[nH]c3c(C)cccc23)cc1, fitness:0.206435069471
Cc1ccc(CC(=O)N(C)Cc2cccc(C#N)c2)s1, fitness:0.43533135075
CCN(CC)C(=O)c1cccc(NC(=O)CC2C=CCC2)c1, fitness:0.896869991089
COc1cccc(C(NC(=O)c2cccc(C)c2)C2CC2)c1, fitness:0.336549643923
Cc1cccc(NC(=O)Cn2[nH]c(=O)c3ccccc3c2=O)c1C, fitness:0.246883446578
Cc1ccc(NC(=O)NCc2nnc3n2CCCCC3)c(O)c1, fitness:-1.67464777282
CC(=O)Nc1ccc(C(=O)N2CCc3sccc3C2)cc1, fitness:0.164304050836
CCC1COCC(C)N1C(=O)c1ccccc1Cn1cccn1, fitness:0.691532325882
CC(C)NC(=O)Cc1cccc(NS(=O)(=O)c2ccccc2C#N)c1, fitness:1.18167768919
COc1cccc(N2CCN(C(=O)Cc3ccccc3F)C(=O)C2)c1, fitness:0.816217098831
Cc1cscc1C(=O)N1CCCCC1c1cc[nH]n1, fitness:0.854907400951
Cc1cc(C(=O)NCC(O)c2ccccc2F)no1, fitness:0.401098116391
CC(C)Cn1cccc(-c2nnc(NC(C)C)s2)c1=O, fitness:0.116095392927
C=C(C)N1CCN(C(=O)c2c(C)cccc2OC)CC1, fitness:0.00916849654757
COc1cccc(CNC(=O)c2n[nH]c3c(Cl)cccc23)c1, fitness:1.30817601177
CSc1ccccc1NC(=O)Cn1cnc(C#N)c1C#N, fitness:0.968840164144
Cc1cccc(-n2nnnc2SCC(=O)N2CCCC2)c1, fitness:1.3445601264
Cc1cc(C(=O)NCc2cccc3c2OCO3)c[nH]c1=O, fitness:1.24057395244
CCN(CC)C(=O)c1ccncc1OCC(F)(F)F, fitness:0.00253984322409
Cc1nc(C(=O)Nc2ccncc2OC(F)F)oc1-c1ccccc1, fitness:0.943903844926
CCn1c(C)nnc1SCC(=O)Nc1ccccc1OC, fitness:1.39353050818
O=C(NCC(F)(F)F)c1ccc(NC(=O)C2CC2)cc1, fitness:0.00556758485466
CCOC(=O)C1CCN(C(=O)c2cccc(C(F)(F)F)c2)C1, fitness:0.814004033442
COc1cc(CN2CCOC(c3ccccc3)C2)ccc1O, fitness:0.766977127092
O=C(NCc1cccc(Cn2ccnc2)c1)N1CCCc2ccccc21, fitness:1.09240709575
CC(CO)N1CCN(C(=O)c2cccc(Br)c2)CC1, fitness:0.0399724498529
O=C(NCC1CCCO1)c1ccc(-c2cccs2)nc1, fitness:0.910962237211
Cc1cnccc1NC(=O)NCC1(c2ccc(F)cc2)CC1, fitness:0.680860189683
COc1ccc(C(C)NC(=O)Cc2cn3ccsc3n2)c(OC)c1, fitness:0.949596507815
CC(C)c1nnc(NC(=O)C2CNc3ccccc3C2=O)s1, fitness:0.685125438275
Cc1ccc(CNC(=O)c2cc(S(=O)(=O)NC(C)C)ccc2C)o1, fitness:1.17836365339
COc1ccccc1CC(=O)NC(C#N)C(C)(C)C, fitness:0.00290837503604
Cc1coc(C(=O)Nc2c(F)cccc2C(=O)N(C)C)c1C, fitness:0.193096849319
Cc1cocc1CNS(=O)(=O)c1cccc2ccc(=O)oc12, fitness:0.362819748274
CC(C)Oc1ccccc1CN(C)C(=O)c1csc2[nH]ncc12, fitness:0.985001955382
C#CCN1CCN(C(=O)Nc2cc(C(=O)NC)ccc2Cl)CC1, fitness:0.896700372899
Cc1cc(C)c(C(=O)Nc2nnc(C(F)(F)F)s2)[nH]1, fitness:0.0406675271511
CC(C)NC(=O)CC(C#N)c1ccc(Br)cc1, fitness:0.000237582770504
Cc1ccc(N2CCC(=O)C2C(=O)OCc2cocc2C)cc1, fitness:0.621046103236
CC(C(=O)Nc1ccccc1C#N)C(=O)NC1CCCC1, fitness:0.0519202089487
Cc1cccc(NC(=O)C(C)Cc2ccccc2F)n1, fitness:0.0841656943556
Cc1cc(C(=O)N(CCO)CC(C)C)sc1C, fitness:0.000956084220672
Cc1cc(NC(=O)CCn2c(=O)oc3ccccc32)on1, fitness:1.32069065617
CCC(NC(=O)Cc1cccs1)c1ccc(C)cc1, fitness:0.0242946469255
COc1ccccc1CNC(=O)N(C)Cc1ccc2c(c1)OCO2, fitness:1.24125519124
Cc1nc(-c2ccc(NC(=O)NCc3ccccc3Cl)cc2)no1, fitness:1.30499893473
COc1ccccc1CN(C)C(=O)c1ccccc1C#N, fitness:0.0485536826624
Cc1cc(N2CCCC(CC(=O)N3CCOCC3)C2)ncn1, fitness:0.955010028852
CC(NC(=O)c1ccccc1Cl)C(=O)NCc1ccoc1, fitness:0.258918126575
CN(C)C(=O)c1ccccc1OCC(=O)NCC(C)(C)c1ccccn1, fitness:0.00990170159367
N#Cc1ccc(Cn2c(=O)oc3cc(Br)ccc32)cc1, fitness:0.040053973787
Nc1cnc(C(=O)NC2CCCC2)nc1-c1cccc(Cl)c1, fitness:1.16625751138
COc1ccccc1CNC(=O)c1[nH]c(=O)cc2c1C=CC2, fitness:0.869405691463
CC(C)N1CC(C(=O)NCC#Cc2ccccc2)CC1=O, fitness:0.425430716632
Cc1ccccc1NC(=O)CN1CCN(C(=O)c2cnccn2)CC1, fitness:1.34524790457
Cc1cccc(CN2CCC(=O)C2C(=O)NC2CC2)c1, fitness:0.614129511737
O=C(CN1CCN(c2ccccc2)C1=O)NCc1cccc(F)c1, fitness:0.930633992528
Cc1cc(COc2ccc(C(=O)NC(C)C)cc2Cl)on1, fitness:1.18590701103
COc1cccc(CN2CC(=O)CC2(C)C(=O)N2CCOCC2)c1, fitness:0.604960938541
Cc1ccccc1CNS(=O)(=O)c1ccc(C(=O)N(C)C)cc1, fitness:0.0357365882943
CCc1onc(CNC(=O)C2CCCCN2c2ccncn2)c1CC, fitness:0.801740252281
CCOC(=O)c1cc(C#N)c2n(c1=O)CCCCC2, fitness:-0.448100444347
O=C(NCC1CCOC1)c1ccn2c(-c3ccccc3)nnc2c1, fitness:0.820778637351
Cc1noc(CNC(=O)Nc2ccccc2F)n1, fitness:0.116318685838
Cc1cccc(NC(=O)C23CCC(C)(C(=O)O2)C3(C)C)c1, fitness:0.0730340734223
CC(=O)Nc1ccc(S(=O)(=O)NC(C2CC2)C2CC2)cc1, fitness:0.00316869634883
CC(C)Oc1ccccc1C(=O)N1CCN(c2cccc(O)c2)CC1, fitness:0.492807236211
Cc1cc(C)n2ncc(C(=O)NCc3ccccn3)c2n1, fitness:1.72158963798
O=C(NCC(=O)N1CCCC1)Nc1cccc(OC(F)F)c1, fitness:0.646529233297
COc1ccc(C(=O)Nc2nnc(C3CC3)s2)c(OC)c1, fitness:0.678831740296
Cc1ccc(OC(C)C(=O)Nc2noc(C)n2)cc1, fitness:0.0290046676477
CC(C)NC(=O)CN(C)C(=O)c1ccccc1C#N, fitness:0.00306571919443
N#CC1(C(=O)NCc2ccc(CN3CCOCC3)cc2)CCCC1, fitness:0.220826556774
O=C(NCc1cccnc1)c1cc(-c2ccccc2F)no1, fitness:1.15376218117
Cc1nnnn1-c1cccc(C(=O)NCc2cscn2)c1, fitness:1.42417998537
Cc1nc(CNC(=O)c2cccc(S(C)(=O)=O)c2)c(C)s1, fitness:0.473420427959
COc1cccc(NC(=O)C2CSc3ccccc32)c1, fitness:0.230483686045
CC(NC(=O)c1ccccc1C#N)NC(=O)C(C)C, fitness:0.000211348707622
Cc1cccc(NC(=O)c2cc3c([nH]c2=O)CCCC3)c1, fitness:0.280840140834
CN(C(=O)c1ccsc1-c1ccccc1)C(C)(C)C(=O)NC1CC1, fitness:0.429235277671
CN(CC1CCCOC1)C(=O)c1ccccc1Cn1cccn1, fitness:1.02260784283
CC(C)Oc1ccccc1C1NC(=O)N(CC2CCOC2)c2ccccc21, fitness:0.444853815083
COc1cc(OC)cc(C(=O)Nc2ccc(C#N)cc2)c1, fitness:0.00374901151923
COc1cccc(CC(=O)Nc2nc(-c3cccnc3)cs2)c1, fitness:1.49885879578
CCN(Cc1cccc(C)c1)C(=O)c1ccncc1OC(C)C, fitness:1.16670147146
Cc1cccc(F)c1S(=O)(=O)NCc1cncs1, fitness:0.10541159119
CC(C)NC(=O)C(C)NC(=O)N(Cc1ccccc1)C1CC1, fitness:0.0305426518336
O=C(NCc1cccc(Cn2cccn2)c1)c1cccc(Cl)c1, fitness:0.775209149597
CCn1c(C#N)c(NC(=O)C2CCCC2)ccc1=O, fitness:0.114242142825
COc1ccc(C(=O)OC(C)n2nc3ccccn3c2=O)cc1, fitness:0.413009118221
COc1ccc(C(=O)Nc2cc(-c3ccc(OC)cc3)n[nH]2)cc1, fitness:0.0131434011357
CCOC(=O)c1noc2c(C)nc(NCc3ccccc3)nc12, fitness:1.08263863376
CC(=O)Nc1ccccc1C(=O)Nc1cnc(-c2cccnc2)s1, fitness:1.00588184911
Cc1ccc(CN(C)C(=O)c2cccnc2OCC(F)F)cc1, fitness:1.18920213633
Cc1ccc(C(=O)NC(C)c2ccsc2)c2c1OC=CO2, fitness:0.0971603453644
CC(=O)Nc1ccccc1C(=O)Nc1ncsc1C1CC1, fitness:0.210218362998
CC1CCCC(N(C)C(=O)Cc2ccc(-n3cnnn3)cc2)C1, fitness:0.759600554934
C#Cc1ccccc1N(Cc1ccoc1)CC1CCCOC1, fitness:0.391771274778
Cc1c(C(=O)Nc2cccc(C#N)c2)[nH]c2c1CC=CC2=O, fitness:0.960477483476
CC(C(=O)NCc1ccccc1Cl)N1CCN(c2ncccn2)CC1, fitness:0.896909874576
COc1cccc(OC(C)C)c1C(=O)NC1CC1, fitness:0.00962997670846
COc1cccc(C(NC(=O)C2=CCCC2)C2CCCOC2)c1, fitness:0.64108946885
COc1cccc(CNC(=O)c2ccc(F)cc2F)c1, fitness:0.102207085829
C#CCN(C(=O)c1ccc(Br)c(C)n1)C1CC1, fitness:0.0857744049723
CCN(CC)C(=O)c1ccccc1NC(=O)C(C)OC, fitness:0.00128101117247
CN(Cc1cccnc1)C(=O)Cn1nc2n(c1=O)CCCCC2, fitness:-1.84560308208
CC(c1ccccc1)N(C(=O)Cn1nnc2ccccc21)C1CC1, fitness:0.866400828962
CCOc1ncccc1C(=O)N(CC)Cc1ccccc1, fitness:0.0984880367465
C=CCN(Cc1ccc(C#N)cc1)C(=O)CSc1ccccn1, fitness:0.00880635661935
Cc1cc(O)cc(S(=O)(=O)NC(C)c2cccc(F)c2)c1, fitness:0.0759544261693
CC1CCCC(CN(C)C(=O)c2ccccc2Br)C1, fitness:0.0626213811139
CC(C)Oc1ccccc1NC(=O)C(C)(C)CC#N, fitness:0.00354559143376
Cc1coc(C(=O)N2CCN(c3nncnc3-c3ccccc3)CC2)c1, fitness:0.846374945604
Cc1cc(O)cc(C(=O)Nc2ccnn2CC#N)c1, fitness:0.837632133447
CC(C)CNC(=O)CN(C)C(=O)c1ccc(O)cc1, fitness:0.000656959989453
Cc1cncn1-c1cncc(CNC(=O)c2ccccc2C#N)c1, fitness:1.04577053379
COc1ccc(C(=O)NCc2nc(C)cs2)c(F)c1, fitness:0.914326724827
N#CCC(=O)NCc1cc(Oc2cccc(F)c2)ccn1, fitness:1.33344255339
COc1cc(C(=O)NCC(C)(C)N2CCOCC2)ccc1OC(F)F, fitness:0.0078897565244
CC(=O)NCC(=O)NC(Cc1ccc(C)cc1)c1ccccc1, fitness:0.0196492340543
CCOC(=O)c1cc(-c2ccccc2OC)n(CCO)n1, fitness:1.18086843746
COC(=O)CN1CCN(C(=O)Cc2cccc(Cl)c2)CC1, fitness:0.131729593664
CC(=O)c1ccccc1NCc1nc(-c2ccco2)no1, fitness:0.673111647884
COc1ccc(NC(=O)c2[nH]c(=O)cc3c2C=CC3)cc1, fitness:0.372885210235
Cc1ccc(C(=O)NCc2ccncc2-n2cc(C)c(C)n2)cc1, fitness:1.1718966655
O=C(Cc1ccc[nH]1)Nc1ccc2[nH]ncc2c1, fitness:0.182644144989
CCN1CC(=O)c2cccc(C(O)c3ccccc3Cl)c21, fitness:0.0463913750115
COc1ccc(OC)c(CNC(=O)Cc2ccc[nH]2)c1, fitness:0.213022878995
Cc1ccc(-c2nc(CN3CCN(CCO)CC3)no2)cc1, fitness:0.0451104514816
O=C(NCC(O)c1ccco1)c1cc(Cl)c2c(c1)OCCCO2, fitness:-1.19983379492
CC1Nc2cc(C(=O)NCC3CCCO3)ccc2SC1=O, fitness:0.720485104514
CCN(CC1CCOC1)S(=O)(=O)c1ccccc1NC(C)=O, fitness:0.940134653536
COc1ccccc1CN(C)C(=O)CCn1c(C)cccc1=O, fitness:0.647332521274
Cc1cc(CN(C)C(=O)c2cc(F)ccc2F)on1, fitness:0.104007657054
Cc1cc(C(=O)N2CCC(C(=O)Nc3ccccc3C)C2)co1, fitness:0.998613233758
CCOC(=O)c1ccccc1NC(=O)c1ccsc1C1CC1, fitness:0.486491139131
N#Cc1ccc(COC(=O)Cc2cccc3c2CCC3)cc1, fitness:0.212248957384
Cc1nc(-c2ccc(OCC(=O)NCc3ccccn3)cc2)no1, fitness:1.3021980276
CCS(=O)(=O)N1CCN(C(=O)C2CC=CC2)CC1, fitness:0.000501769144554
CC(C)OCCCN1CCN(C(=O)c2ccn3ccsc23)CC1, fitness:0.64332181316
COc1ccc(-c2nc(CC3CCOC3)no2)cc1, fitness:0.0977936233156
CC(=O)Nc1ccccc1C(=O)N(C)Cc1cccc(C)c1, fitness:0.108902235958
CC(C)OC(=O)c1ccccc1NC(=O)C1CC=CCC1, fitness:0.147073675239
O=S(=O)(NCc1ccccc1CO)c1ccccc1, fitness:0.000168962915018
COc1cccc(C(=O)Nc2cccc3cccnc23)c1O, fitness:0.296614639725
Cc1coc(C(=O)NCC(=O)c2ccccc2C)c1, fitness:0.0188110728232
Cc1ccc(CNC(=O)c2ccn(-c3ccc(F)cc3)n2)cc1, fitness:0.167049692316
CC(NC(=O)c1ccc(=O)n(C)c1)C1CCCCC1, fitness:0.0252420455838
CCN(CC(=O)OC)C(=O)Cc1ccc(Br)cc1, fitness:0.0003158065142
COc1ccc(C(=O)NCc2cc(=O)[nH]c3ccccc23)cc1OC, fitness:1.02636071354
CC(C)c1nnnn1CC(=O)N1CCN(c2ccc(F)cc2)CC1, fitness:0.44532568414
