Cc1nc(CNC(=O)c2c(C)oc(C)c2C)no1, fitness:0.325430032543
N#Cc1ccc(NCc2nnc(-c3ccsc3)o2)cc1, fitness:0.285597715218
CC(C)C(=O)NCCNC(=O)c1ccc(Cl)cc1, fitness:0.323974082073
Cc1cnc(CC(=O)NC2Cc3ccccc3C2)s1, fitness:0.367496937526
C=CCN(C(=O)c1cccc(Cn2ccnc2)c1)C1CCCC1, fitness:0.29517874713
CC(C#N)N(C)C(=O)C(S)[SH]1C=Nc2ccccc21, fitness:0.313725490196
COc1cccc(C(=O)NCc2nc(-c3ccccc3F)no2)c1, fitness:0.300100033344
CC(C)Oc1ccccc1CNC(=O)c1cccc(C#N)c1, fitness:0.269127258747
COc1cccc(-c2noc(C3COc4ccccc4O3)n2)c1, fitness:0.264051301396
CC1COCCN1C(=O)c1cnn(-c2ccc(Cl)cc2)n1, fitness:0.296296296296
Cc1cc(OCC(=O)Nc2ccc(C#N)cc2)ccc1-n1cnnn1, fitness:0.394537177542
CC(C)c1ccc(C(=O)NCc2cnn(-c3ccccc3)c2)cn1, fitness:0.32154340836
Cc1cc(C)cc(C(=O)NCC(=O)N2CCc3ccccc32)c1, fitness:0.353079639074
Cc1cccc(-c2nc(C(C)NC(=O)c3ccoc3)no2)c1, fitness:0.33921302578
N#CC1(C(=O)NCc2cccc(-n3ccnc3)c2)CCCC1, fitness:0.30518819939
CN(Cc1cccs1)C(=O)c1cccc(-c2nnnn2C)c1, fitness:0.393959290873
Cc1csc(NC(=O)c2ccc(C)c(C)c2)n1, fitness:0.511508951407
Cc1coc(CNC(=O)c2c(C)cccc2-n2cccc2)n1, fitness:0.393278512692
CCOC(=O)c1ccc(NCc2ncc3ccc(C)cn23)cc1, fitness:0.40733197556
Cc1ccc(OCC(=O)NC(C)c2ccncc2)cc1, fitness:0.383141762452
CC(C)Oc1cccc(N)c1C(=O)N1CCCCCC1, fitness:0.310972900933
CN(Cc1ccc2c(c1)OCCO2)C(=O)c1ccco1, fitness:0.326530612245
CC(C)N1CC(C(=O)Nc2cccc(F)c2C#N)CC1=O, fitness:0.254452926209
COc1ccc(C(NC(=O)c2c(N)n[nH]c2C)c2ccncc2)cc1, fitness:0.35739814153
CCC(C(=O)Nc1cccc(F)c1C)n1nnc(-c2ccccc2)n1, fitness:0.333555703803
Cc1ccc(C(=O)NC(C)c2nc3ccccc3[nH]2)s1, fitness:0.377643504532
O=C(CC1C=CCC1)N1CCCN(C(=O)c2ccccn2)CC1, fitness:0.296296296296
Cc1scnc1CN1CCNCCC1(N)C(F)(F)F, fitness:0.307692307692
Cc1ccc(C(=O)N(C)Cc2cc(=O)[nH]c3ccccc23)cc1, fitness:0.384911470362
Cc1cccc(-n2nnnc2SCCCn2cccn2)c1, fitness:0.32154340836
COCC(C)NC(=O)Cn1c(=O)c(C)nc2ccccc21, fitness:0.386371619248
COc1cccc(C(C#N)NC(=O)Cc2cccs2)c1, fitness:0.259163272862
O=C(NCc1ccccc1F)c1ccccc1-n1cnnn1, fitness:0.279888044782
Cc1cnoc1NC(=O)C1C(=O)CCN1c1ccccc1C(F)(F)F, fitness:0.317662007624
CN(Cc1cccnc1)C(=O)C1CC(=O)N(Cc2ccccc2)C1, fitness:0.345065562457
O=C(NCc1nc(-c2ccccc2)nn1-c1ccccc1Cl)C(O)O, fitness:0.327391778829
Cc1noc(CNC(=O)Cc2ccc(Cl)cc2)n1, fitness:0.375156315131
Cc1cnoc1C1CCN(C(=O)Cn2ncccc2=O)C1, fitness:0.328083989501
CC(C)CNC(=O)c1cncc(OCC(F)F)c1, fitness:0.297745640153
COc1cc(OC)cc(C(=O)N2CCOC(C)C2C)c1, fitness:0.278810408922
O=C(NCC1CCCO1)c1cccc(NC(=O)c2cccs2)c1, fitness:0.245527884953
COc1cc(OC(F)F)cc(C(=O)NCC(C)C)c1, fitness:0.278810408922
CCN(Cc1cccc(F)c1)C(=O)CCn1cc(C)cn1, fitness:0.345065562457
N#Cc1ccccc1CNC(=O)NCc1ccccc1C#N, fitness:0.302480338778
CC(=O)Nc1c(O)cccc1C(=O)Nc1cncs1, fitness:0.291545189504
Cc1ccc2cc(C(=O)N3CCCC3Cn3cccn3)cnc2c1, fitness:0.358637178721
CCOc1ccc(CC(=O)N2CCCC2c2nc(C)no2)cc1, fitness:0.300100033344
Cn1c(C(=O)NCc2ccccc2)nc2ccc(C#N)cc21, fitness:0.414364640884
COc1ccccc1CN(CC(=O)N(C)C)Cc1ccnn1C, fitness:0.414364640884
Cc1cc(Br)cc(OCC(=O)N2CCC(C)(C)C2)c1, fitness:0.285597715218
CCC(=O)Nc1ccc(S(=O)(=O)NCC(C)C)cc1, fitness:0.444839857651
COc1ccc(C(=O)Nc2ccc3cccnc3c2)c(F)c1, fitness:0.44142614601
CCn1nc(C)cc1C(=O)NCc1cccc(Cl)c1, fitness:0.407860585836
CN(Cc1cccs1)C(=O)c1ccc(N2CCCC2=O)cc1, fitness:0.296296296296
Cc1ccccc1-c1nc2ccsc2c(=O)n1C(C)O, fitness:0.415564790329
CCN(Cc1cccc(F)c1)C(=O)Nc1nnc(C(F)F)s1, fitness:0.310451879959
Cc1cc(C(=O)NCc2cc(C3CC3)n(C)n2)c(C)s1, fitness:0.421644413212
CN(Cc1ccc(Cl)cc1)C(=O)Cn1ccc(=O)[nH]c1=O, fitness:0.326530612245
COc1cccc(NC(C)=O)c1NC(=O)Cc1cccc2c1OCO2, fitness:0.218023255814
COC(=O)c1ccc(-n2c(CO)nc3ccncc32)cc1, fitness:0.370644922165
CC(C)NC(=O)C1CCN(c2cc(Cc3ccccc3)ncn2)CC1, fitness:0.33921302578
Cc1coc(CNC(=O)c2ccccc2Cn2ncc(C)c2C)n1, fitness:0.387596899225
CC(=O)c1ccccc1NC(=O)COc1ccncc1C, fitness:0.377643504532
COc1cc(CNC(=O)c2c(N)cc[nH]c2=O)cc(OC)c1, fitness:0.32
Cc1cccc(C)c1NC(=O)CNC(=O)Cc1c[nH]c2ccccc12, fitness:0.346287033474
CCS(=O)(=O)c1ccc(CNC(=O)Cc2cccnc2)cc1, fitness:0.384911470362
CC1CN(C(=O)Cc2ccc(-n3cccn3)cc2)CC(C)O1, fitness:0.313725490196
Cc1cccc(O)c1NC(=O)Cc1ccccc1F, fitness:0.347826086957
CC(C)CN(CC(N)=O)C(=O)Cc1cccs1, fitness:0.310972900933
CN(Cc1ccc(Cl)cc1)C(=O)c1cc(-c2cccs2)n(C)n1, fitness:0.426929392447
CC(C)Oc1cccc(CNC(=O)c2[nH]c(=O)ccc2Cl)c1, fitness:0.259163272862
Cc1cc(F)ccc1C(=O)NCc1ccnn1C, fitness:0.510204081633
Cc1scnc1CN1CCNCC1(N)c1cccc(-n2cccn2)c1, fitness:0.319118073687
CC(C)NC(=O)CSc1cncc(C#N)c1, fitness:0.304215558453
CC(C)S(=O)(=O)NCc1ccccc1C(F)(F)F, fitness:0.390243902439
CCC(CC)n1ncc2nccc(C(=O)NC3CCCC3)c21, fitness:0.40733197556
CC(=O)N1CCN(Cc2cnc(-c3cccs3)s2)CC1, fitness:0.307692307692
CC(=O)Nc1ccc(C(=O)N(C(C)O)C2CCCCC2)cc1, fitness:0.367496937526
COC(=O)c1ccc(CN(Cc2ccccn2)C2CC2)cc1, fitness:0.339750849377
Cc1ccc(OCCNC(=O)C2CC(=O)N(C)C2)cc1, fitness:0.346287033474
COc1ccccc1C(C)NC(=O)c1c(OC)cccc1OC, fitness:0.30737704918
Cc1ccc(CNC(=O)c2cc(=O)[nH]c3cc(F)ccc23)cc1, fitness:0.370644922165
Cc1csc(C(=O)NCc2ccc(Cn3cccn3)cc2)c1C, fitness:0.386371619248
COc1ncccc1C(=O)NCC(C)Cn1cccn1, fitness:0.351123595506
COC(=O)C1CCN(C(=O)c2cccc(SC)c2)C1, fitness:0.279888044782
Cc1ccc(S(=O)(=O)NCC(O)c2ccsc2)cc1C, fitness:0.453514739229
CC(NC(=O)c1cccc(-n2cnnn2)c1)c1cccs1, fitness:0.3159003159
CC1=c2c(nc(CNc3ccccc3C#N)[nH]c2=O)=CNC1, fitness:0.30518819939
COc1ccc(Cl)cc1NC(=O)CCc1ccc(C)o1, fitness:0.307692307692
Cc1nc(NC(C)C(C)C)nc2cnn(-c3cccc(F)c3)c12, fitness:0.414364640884
Cc1ccccc1NC(=O)CSc1nncn1-c1ccccc1, fitness:0.370644922165
Cc1cccc(NC(=O)CSc2nnc(C3CC3)n2C)c1, fitness:0.400534045394
CC(=O)NCc1ccc(CNC(=O)Nc2c(C)cccc2C)cc1, fitness:0.390243902439
Cc1ccc(C(=O)NCc2c(C)nn(Cc3ccccc3)c2C)s1, fitness:0.386371619248
CC(c1ccccc1)N(C)C(=O)c1ccccc1-n1cnnn1, fitness:0.353079639074
CCOc1ccccc1C(=O)Nc1cc(C)nn1Cc1ccco1, fitness:0.349539243724
Cc1noc(CSc2nnc(-c3ccncc3)n2CC(C)C)n1, fitness:0.32154340836
CC(C(=O)N(C)Cc1cccc(F)c1)n1cnc2ccsc2c1=O, fitness:0.364077669903
CC1CN(C(=O)C(C)NC(=O)CC2Cc3ccccc3N2)CCO1, fitness:0.229432972796
COc1ccc(CNC(=O)c2cc(C(N)=O)cs2)cc1, fitness:0.326530612245
Cc1cc(Cl)ccc1NC(=O)N1CCC(CO)CC1, fitness:0.384911470362
COc1cccc(C(=O)N(Cc2cccnc2)Cc2ccsc2)c1, fitness:0.30518819939
CN(Cc1ccccc1O)C(=O)c1ccncc1N1CCCC1, fitness:0.351123595506
Cc1cc(C(=O)NCc2cc3c(cc2Cl)OCO3)no1, fitness:0.313725490196
CN(Cc1ccc(F)cc1)CC(O)CN1CCOCC1, fitness:0.297745640153
CCN(CC1CCOC1)C(=O)c1ccc(-n2cnnn2)cc1C, fitness:0.333636639369
CC(C)c1nnnn1CC(=O)NCC1CCCO1, fitness:0.235109717868
CC(C)NC(=O)COc1cccc(C(=O)NCc2cccnc2)c1, fitness:0.30518819939
CC(C)(C)OC(=O)NCC(=O)N1CCCCC1c1ccccc1, fitness:0.269127258747
Cc1ncc(C)c(NCC(=O)NCc2ccccc2)n1, fitness:0.431880643895
CCN(CC(C)C#N)C(=O)Nc1cccc(Oc2cccnc2)c1, fitness:0.344072568033
Cc1ccc(CNC(=O)CC2Oc3ccccc3NC2=O)o1, fitness:0.259163272862
CCC(CO)NC(=O)c1ccccc1S(C)(=O)=O, fitness:0.391474554154
Cc1ccc(OCCN2CCOC(C(N)=O)C2)cc1, fitness:0.313725490196
COC(=O)c1ccc(C(=O)N2CCOCC2C2CC2)cc1, fitness:0.260642919201
CC1CCCCN1C(=O)CSc1nncn1-c1ccccc1, fitness:0.254452926209
Cc1occc1C(=O)Nc1cc(-c2ccccc2)nn1C(C)C, fitness:0.386371619248
COc1cccc(CN(C)C(=O)c2ccc(C)s2)c1OC, fitness:0.32
O=C(NCc1cccc2c1OCCO2)c1ncccc1OC1CCC1, fitness:0.262295081967
COC(=O)c1ccc(NC(=O)Cc2cccc(C)c2)cc1, fitness:0.408496732026
Cc1cc(CNC(=O)COc2ccccc2F)ccc1N1CCCC1=O, fitness:0.307881773399
CN(CC(=O)Nc1ccc(F)cc1)C(=O)c1nc2ncccn2n1, fitness:0.48602673147
N#Cc1ccccc1CSc1ncncc1C(F)(F)F, fitness:0.217108119844
CN(Cc1cccc(F)c1)C(=O)Cn1c(=O)[nH]c2ccccc21, fitness:0.32154340836
N#Cc1ccc(CNC(=O)Cc2c[nH]c3ccccc23)cc1, fitness:0.244698205546
CN1CCN(C(=O)Cc2cccc(Cl)c2)CC1=O, fitness:0.333333333333
Cc1cc(NC(=O)C(C)n2ccccc2=O)c2ncccc2c1, fitness:0.400534045394
Cc1coc(C(=O)NC2CCCCN2c2cncnc2)c1C, fitness:0.32154340836
CN(Cc1ccc(C#N)cc1)C(=O)c1cccnc1N1CCCC1, fitness:0.373260943332
CN(CC(=O)NC1CC1)C(=O)c1cccc2ncccc12, fitness:0.449050086356
CC(=O)NCc1nc2ccccc2n1CC(=O)N(C)Cc1ccccc1, fitness:0.40733197556
Cc1noc(-c2cc3c([nH]c2=O)CC(c2ccccc2)CC3=O)n1, fitness:0.32154340836
Cc1ccccc1S(=O)(=O)NC(C#N)c1ccncc1, fitness:0.539707016191
CCC(=O)Nc1ccccc1C(=O)N(CCOC)Cc1ccccc1, fitness:0.274402195218
Cc1nc(CN2CCNCC2(N)c2ccccc2Cl)no1, fitness:0.310451879959
Cc1cnoc1NC(=O)CSc1n[nH]c(-c2ccccc2)n1, fitness:0.33921302578
Cc1cccc(NC(=O)c2cc(=O)[nH]c3c(Cl)cccc23)c1, fitness:0.377643504532
Cc1cn(CC(=O)N2CC(C)NCc3ccccc32)c(=O)s1, fitness:0.249910746162
CN(Cc1ccccn1)C(=O)c1cccc(OCc2cscn2)c1, fitness:0.355182434614
CCC(CO)NC(=O)NC(C)c1ncc2ccccn12, fitness:0.327391778829
Cc1[nH]c2c(c1C(=O)Nc1ccc(C#N)cc1)C(=O)CCC2, fitness:0.333456835865
N#CCSc1nnc(-c2cccc(N)c2)o1, fitness:0.272479564033
CC(c1ccc(Cl)cc1)N(C)C(=O)c1ccncc1, fitness:0.418799441601
C=C(C)n1nnnc1SCC(=O)Nc1cccc(Cl)c1, fitness:0.345065562457
COc1cccc(C(C)NC(=O)CC2Cc3ccccc3N2)c1, fitness:0.245527884953
Cc1cccc(-c2nnc(NC(=O)c3cc[nH]c(=O)c3C)o2)c1, fitness:0.3159003159
COc1cccc(C(=O)Nc2cccc(C#N)c2)c1OC(F)F, fitness:0.290909090909
C#Cc1ccccc1OCC(=O)NCC(O)c1ccco1, fitness:0.192086054552
C#CCN(Cc1cccc(F)c1)C(=O)c1cccc(NC)c1, fitness:0.327391778829
Cc1ncnc(NC(=O)N(C)Cc2ccc(F)cc2)c1C, fitness:0.423565652676
Cc1cc(C(=O)N(CC(=O)Nc2ccccc2C)C(C)(O)O)ccn1, fitness:0.452488687783
CCc1ccccc1C(=O)Nc1nnc(C2CC2)s1, fitness:0.285597715218
CC(CN1CCOCC1)NC(=O)Cc1cccc(F)c1, fitness:0.301886792453
CC(=O)NCCC(=O)OCC(=O)N1CCc2ccccc21, fitness:0.274402195218
Cc1oc2c(c1C(=O)NCC1CCCO1)C(=O)CCC2, fitness:0.199760287655
COc1ccc(OC)c(CNC(=O)c2n[nH]c(=O)[nH]2)c1, fitness:0.307692307692
Cc1noc(C)c1CN1CCN(C(=O)Cc2ccsc2)CC1, fitness:0.290909090909
Cc1noc(CNc2cccc(C(=O)NCc3cccc(F)c3)c2)n1, fitness:0.355182434614
NC(=O)c1ccsc1NC(=O)Cc1ccccc1F, fitness:0.266429840142
CSc1ccc(NC(=O)Cc2cn3ccccc3n2)cc1, fitness:0.400436840189
NC1(c2ccccc2C(F)(F)F)Nc2ccncc2C1=O, fitness:0.291545189504
Cc1c(CNC(=O)Cc2ccccc2OC(C)C)c[nH]c1N, fitness:0.296296296296
O=C(CCn1ccccc1=O)NCC1(c2ccc(F)cc2)CCCC1, fitness:0.226244343891
Cc1ccc(NC(=O)c2cc(F)ccc2F)cn1, fitness:0.490596892886
COc1cc(F)cc(CN(C)C(=O)Cn2cnnn2)c1, fitness:0.327391778829
CCOc1ccc(C(=O)NCc2ncsc2C)cc1, fitness:0.360144057623
Cc1cc(NC(=O)Cc2c[nH]c3ccccc23)c2ncccc2c1, fitness:0.387596899225
CCOC(=O)c1ccccc1NC(=O)C1COc2ccc(F)cc2C1, fitness:0.233255581473
CC(=O)Nc1cccc(C(=O)NCc2cccnc2OC2CCCC2)c1, fitness:0.344072568033
Cc1c(N)n[nH]c1C(=O)NCc1ccccc1Cl, fitness:0.360144057623
Cc1nccn1CC(=O)Nc1cc(C(F)(F)F)ccc1Cl, fitness:0.414364640884
Cc1ccc(C(=O)N2CCN(Cc3csc(C)n3)CC2)cc1, fitness:0.360144057623
COc1ccc(C(=O)Nc2nc(C3CC3)cs2)cc1OC, fitness:0.339750849377
CC(C)CN(CC(F)(F)F)C(=O)c1ccsc1, fitness:0.278810408922
Cc1ccccc1-c1nnc(SCC(=O)N2CCCCC2)o1, fitness:0.333456835865
Cc1c(Cl)nn(CC(=O)Nc2ccnc3ccccc23)c1C, fitness:0.517464424321
CC(=O)Nc1cccc(OCC(=O)Nc2cccc(C#N)c2)c1, fitness:0.32
CCn1nccc1C(=O)NCc1ccc(NC(=O)C(C)C)cc1, fitness:0.400436840189
COc1cc(OC)cc(C(=O)NCc2cnc(C)o2)c1, fitness:0.375156315131
O=C(Cn1ccccc1=O)Nc1cc(Cl)ccc1F, fitness:0.291545189504
CC(C)Oc1cccc(CNC(=O)C2C(=O)CCN2C2CC2)c1, fitness:0.271186440678
Cc1cccc(C)c1OCC(=O)NCc1nnc2ccccn12, fitness:0.363901018923
Cc1cc(CN(C)C(=O)Nc2cc(-c3ncco3)ccc2C)no1, fitness:0.448698773557
CCN(Cc1cccc(C)c1)C(=O)Cn1nc(C)ccc1=O, fitness:0.393278512692
CC(C)N(C(=O)Cc1cccc2c1OCO2)C(C)O, fitness:0.255102040816
CCc1nc(N)nc(NCc2ccccn2)c1C(=O)N(C)C, fitness:0.434056761269
COc1ccccc1CN(CC1CCCO1)C(=O)c1cccn1C, fitness:0.262295081967
Nc1ccc2c(c1F)C(CNC(=O)c1ccccc1)=CCN2, fitness:0.235109717868
Cc1ccnc(NC(=O)c2ccc(C(=O)N3CCCC3)cc2)c1, fitness:0.491493383743
CC(=O)Nc1ccc(C(=O)N2CCN(c3ccc(C)cc3)CC2)cc1, fitness:0.417014178482
Cc1cccc(F)c1C(=O)NCC(=O)NCc1ccncc1, fitness:0.384911470362
Cc1cocc1C(=O)NC(c1cccc(F)c1)C(F)(F)F, fitness:0.346287033474
N#Cc1cccc(NC(=O)c2cscc2NC(=O)c2ccco2)c1, fitness:0.254452926209
CC1CCCCC1NC(=O)Cc1ccccc1N1CCC(=O)C1, fitness:0.254452926209
CC(C(=O)NC1Cc2ccccc2C1O)n1ccccc1=O, fitness:0.269127258747
Cc1cc(-c2nnc(NC(=O)c3ccn(C)n3)o2)c(C)o1, fitness:0.421644413212
Cc1cc(C(=O)NC(C)c2nc3ccccc3[nH]2)sc1C, fitness:0.421644413212
CC1=c2c(nc(CNC(=O)c3cccc(C)c3C)[nH]c2=O)=CNC1, fitness:0.328083989501
CC(C)N(Cc1ccncc1)C(=O)Cc1ccc(Cl)cc1, fitness:0.355555555556
COc1cccc(OC)c1CNC(=O)Nc1c(N)n[nH]c1C, fitness:0.339750849377
NC(=O)C1CN(C(=O)C2COc3ccccc32)Cc2ccccc21, fitness:0.249791840133
CC(C)NC(=O)C1CCCN(Cc2nccn2C(F)F)C1, fitness:0.310451879959
COc1ccc2ccccc2c1CNC(=O)Cc1csc(C)n1, fitness:0.33921302578
CC(C)Oc1ccc(CN(CC(=O)N2CCCC2)C2CC2)cc1, fitness:0.274402195218
Cc1occc1C(=O)Nc1ccccc1C(=O)NC1CCCC1, fitness:0.285597715218
C=C(C)n1nnnc1SCC(=O)N1CCOCC1C, fitness:0.192086054552
CCS(=O)(=O)N1CCCCC1C(=O)NCC1CCOC1, fitness:0.239808153477
CCOc1ccc(C(=O)N2CCCC2c2ccncc2)cc1F, fitness:0.30518819939
Cc1cccc(NC(=O)c2nc3c([nH]2)NCCC3)c1C, fitness:0.363901018923
CCOC(=O)c1cccnc1NCc1ccccc1-n1cccn1, fitness:0.333555703803
Cc1cc2ccccc2n1CC(=O)NCc1cc(-c2ccccc2)on1, fitness:0.33921302578
Cc1cn2nc(C(=O)NCc3ccc(-n4ccnc4)cc3)cc2nc1C, fitness:0.418660287081
O=C(Cc1cnc(-c2ccccc2)s1)N1CCCC2OCOC21, fitness:0.241296104791
Cc1ccc(Cn2c(-c3ccc(Cl)cc3)noc2=O)cc1, fitness:0.347826086957
Cc1sc2c(=O)[nH]c(SCC(=O)N3CCC(C)CC3)nc2c1C, fitness:0.249910746162
CC(C)c1nnnn1CC(=O)N1CCc2ccccc21, fitness:0.274402195218
CC(Cc1ccsc1)NS(=O)(=O)c1ccc(C#N)cc1, fitness:0.326530612245
CC(C)c1nc(CNC(=O)Cc2ccc(Cl)cc2)cs1, fitness:0.32
CCN(CC(=O)NC1CC1)C(=O)c1ccc(Cl)cc1, fitness:0.310972900933
N#Cc1ccc(NC(=O)CCC(=O)c2ccc(F)cc2)cc1, fitness:0.318037255793
Cc1cc(S(=O)(=O)NCc2ncsc2C)cc(C)c1C, fitness:0.500834724541
CC(NC(=O)NCC1CC1C)c1nnc2ccccn12, fitness:0.290909090909
COc1cccc(-c2noc(CNC(=O)c3ccc(F)cc3F)n2)c1, fitness:0.290416263311
Cc1nc(CC2COCCN2S(=O)(=O)c2cccc(F)c2)no1, fitness:0.369685767098
Cc1ccc(-c2nnc(CN3CCN(S(C)(=O)=O)CC3)o2)cc1, fitness:0.392464678179
Cn1nnnc1SCC(=O)Nc1ccc(F)cc1, fitness:0.462249614792
CC(CN1CCOCC1)NC(=O)c1cccnc1Cl, fitness:0.363901018923
CC(NC(=O)c1ccncc1)c1cc(F)ccc1F, fitness:0.391474554154
Cc1ccccc1CNC(=O)N(C)CCS(=O)(=O)c1ccccc1, fitness:0.453514739229
O=C(c1cccc(Cl)c1)N1CCN(Cc2cscn2)CC1, fitness:0.301886792453
Cc1cc(C)cc(NC(=O)CN(C)S(=O)(=O)c2ccsc2)c1, fitness:0.473588342441
COc1cccc(CN(C(=O)c2cccnc2Cl)C2CC2)c1, fitness:0.33921302578
O=C(NCc1nnc2ccccn12)c1cccc(-c2ccoc2)c1, fitness:0.275862068966
CC(=O)N1CCCC1C(=O)Nc1cccc(CN2CCOCC2)c1, fitness:0.30518819939
O=C(Cn1nccc1C(F)(F)F)Nc1ccccc1O, fitness:0.326530612245
CC(C)Oc1ccccc1NCC(=O)NCc1ccoc1, fitness:0.235109717868
COc1ccc(-c2nnn(CC(=O)NC3CC3)n2)cc1, fitness:0.339750849377
COc1ccc(NC(=O)c2n[nH]c3c(C)cccc23)cc1, fitness:0.445103857567
Cc1ccc(CC(=O)N(C)Cc2cccc(C#N)c2)s1, fitness:0.339750849377
CCN(CC)C(=O)c1cccc(NC(=O)CC2C=CCC2)c1, fitness:0.327391778829
COc1cccc(C(NC(=O)c2cccc(C)c2)C2CC2)c1, fitness:0.307692307692
Cc1cccc(NC(=O)Cn2[nH]c(=O)c3ccccc3c2=O)c1C, fitness:0.377643504532
Cc1ccc(NC(=O)NCc2nnc3n2CCCCC3)c(O)c1, fitness:0.328083989501
CC(=O)Nc1ccc(C(=O)N2CCc3sccc3C2)cc1, fitness:0.353079639074
CCC1COCC(C)N1C(=O)c1ccccc1Cn1cccn1, fitness:0.275862068966
CC(C)NC(=O)Cc1cccc(NS(=O)(=O)c2ccccc2C#N)c1, fitness:0.373260943332
COc1cccc(N2CCN(C(=O)Cc3ccccc3F)C(=O)C2)c1, fitness:0.245527884953
Cc1cscc1C(=O)N1CCCCC1c1cc[nH]n1, fitness:0.327391778829
Cc1cc(C(=O)NCC(O)c2ccccc2F)no1, fitness:0.339750849377
CC(C)Cn1cccc(-c2nnc(NC(C)C)s2)c1=O, fitness:0.32
C=C(C)N1CCN(C(=O)c2c(C)cccc2OC)CC1, fitness:0.355555555556
COc1cccc(CNC(=O)c2n[nH]c3c(Cl)cccc23)c1, fitness:0.3159003159
CSc1ccccc1NC(=O)Cn1cnc(C#N)c1C#N, fitness:0.327391778829
Cc1cccc(-n2nnnc2SCC(=O)N2CCCC2)c1, fitness:0.327391778829
Cc1cc(C(=O)NCc2cccc3c2OCO3)c[nH]c1=O, fitness:0.3159003159
CCN(CC)C(=O)c1ccncc1OCC(F)(F)F, fitness:0.340425531915
Cc1nc(C(=O)Nc2ccncc2OC(F)F)oc1-c1ccccc1, fitness:0.328083989501
CCn1c(C)nnc1SCC(=O)Nc1ccccc1OC, fitness:0.327391778829
O=C(NCC(F)(F)F)c1ccc(NC(=O)C2CC2)cc1, fitness:0.325430032543
CCOC(=O)C1CCN(C(=O)c2cccc(C(F)(F)F)c2)C1, fitness:0.259163272862
COc1cc(CN2CCOC(c3ccccc3)C2)ccc1O, fitness:0.230591852421
O=C(NCc1cccc(Cn2ccnc2)c1)N1CCCc2ccccc21, fitness:0.290416263311
CC(CO)N1CCN(C(=O)c2cccc(Br)c2)CC1, fitness:0.297745640153
O=C(NCC1CCCO1)c1ccc(-c2cccs2)nc1, fitness:0.249910746162
Cc1cnccc1NC(=O)NCC1(c2ccc(F)cc2)CC1, fitness:0.363901018923
COc1ccc(C(C)NC(=O)Cc2cn3ccsc3n2)c(OC)c1, fitness:0.312695434647
CC(C)c1nnc(NC(=O)C2CNc3ccccc3C2=O)s1, fitness:0.254452926209
Cc1ccc(CNC(=O)c2cc(S(=O)(=O)NC(C)C)ccc2C)o1, fitness:0.414364640884
COc1ccccc1CC(=O)NC(C#N)C(C)(C)C, fitness:0.260642919201
Cc1coc(C(=O)Nc2c(F)cccc2C(=O)N(C)C)c1C, fitness:0.377643504532
Cc1cocc1CNS(=O)(=O)c1cccc2ccc(=O)oc12, fitness:0.400436840189
CC(C)Oc1ccccc1CN(C)C(=O)c1csc2[nH]ncc12, fitness:0.300100033344
C#CCN1CCN(C(=O)Nc2cc(C(=O)NC)ccc2Cl)CC1, fitness:0.290909090909
Cc1cc(C)c(C(=O)Nc2nnc(C(F)(F)F)s2)[nH]1, fitness:0.367496937526
CC(C)NC(=O)CC(C#N)c1ccc(Br)cc1, fitness:0.292397660819
Cc1ccc(N2CCC(=O)C2C(=O)OCc2cocc2C)cc1, fitness:0.290909090909
CC(C(=O)Nc1ccccc1C#N)C(=O)NC1CCCC1, fitness:0.255102040816
Cc1cccc(NC(=O)C(C)Cc2ccccc2F)n1, fitness:0.360144057623
Cc1cc(C(=O)N(CCO)CC(C)C)sc1C, fitness:0.355555555556
Cc1cc(NC(=O)CCn2c(=O)oc3ccccc32)on1, fitness:0.351123595506
CCC(NC(=O)Cc1cccs1)c1ccc(C)cc1, fitness:0.304215558453
COc1ccccc1CNC(=O)N(C)Cc1ccc2c(c1)OCO2, fitness:0.310451879959
Cc1nc(-c2ccc(NC(=O)NCc3ccccc3Cl)cc2)no1, fitness:0.379703141181
COc1ccccc1CN(C)C(=O)c1ccccc1C#N, fitness:0.297745640153
Cc1cc(N2CCCC(CC(=O)N3CCOCC3)C2)ncn1, fitness:0.3159003159
CC(NC(=O)c1ccccc1Cl)C(=O)NCc1ccoc1, fitness:0.239808153477
CN(C)C(=O)c1ccccc1OCC(=O)NCC(C)(C)c1ccccn1, fitness:0.373260943332
N#Cc1ccc(Cn2c(=O)oc3cc(Br)ccc32)cc1, fitness:0.260642919201
Nc1cnc(C(=O)NC2CCCC2)nc1-c1cccc(Cl)c1, fitness:0.351123595506
COc1ccccc1CNC(=O)c1[nH]c(=O)cc2c1C=CC2, fitness:0.249910746162
CC(C)N1CC(C(=O)NCC#Cc2ccccc2)CC1=O, fitness:0.269127258747
Cc1ccccc1NC(=O)CN1CCN(C(=O)c2cnccn2)CC1, fitness:0.400534045394
Cc1cccc(CN2CCC(=O)C2C(=O)NC2CC2)c1, fitness:0.333456835865
O=C(CN1CCN(c2ccccc2)C1=O)NCc1cccc(F)c1, fitness:0.264051301396
Cc1cc(COc2ccc(C(=O)NC(C)C)cc2Cl)on1, fitness:0.32154340836
COc1cccc(CN2CC(=O)CC2(C)C(=O)N2CCOCC2)c1, fitness:0.241296104791
Cc1ccccc1CNS(=O)(=O)c1ccc(C(=O)N(C)C)cc1, fitness:0.471327572663
CCc1onc(CNC(=O)C2CCCCN2c2ccncn2)c1CC, fitness:0.298685782557
