Cc1ncc(C(=O)NCc2ccccc2F)c(N2CCCCC2)n1, fitness:1.31010521852
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncccn2)cc1Cl, fitness:0.169562444753
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(O)c(NC(=O)Cc2cccs2)c1, fitness:0.0438310776977
Cc1ccc(O)c(NC(=O)Cc2cccs2)c1, fitness:0.0438310776977
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
CSc1cccc(NC(=O)COc2ccc(C#N)cc2)c1, fitness:0.441733313516
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
Nc1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl, fitness:0.148066359623
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1, fitness:0.613131043538
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1cc(C(=O)NCc2cccs2)ccc1-n1nnc2cccnc21, fitness:1.57053389178
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
CSc1cccc(NC(=O)COc2ccc(C#N)cc2)c1, fitness:0.441733313516
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
COc1ccc(C(=O)NCc2cccs2)cc1N, fitness:0.186728492971
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
Nc1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl, fitness:0.148066359623
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1cccc(NC(=O)CSc2nccc(N)n2)c1, fitness:0.823518326459
Nc1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl, fitness:0.148066359623
Nc1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl, fitness:0.148066359623
COc1ccc(C(=O)NCc2ccc3c(c2)OCCO3)cc1OC, fitness:0.207391876235
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
COc1ccc(O)c(C(=O)NCc2sccc2C)c1, fitness:0.296646864572
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl, fitness:0.148066359623
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(N2CC(C(=O)NC3CCCC3)CC2=O)cc1, fitness:0.0423373669489
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(C(=O)NCc2ccc3c(c2)OCCO3)cc1OC, fitness:0.207391876235
Cc1ccc(NC(=O)Cc2cccs2)cc1Br, fitness:0.0576963602911
Cc1ccc(NCc2ccnc(N3CCCC3)n2)cc1, fitness:0.0306922789686
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1ccc(SCC(=O)Nc2ccc(F)cc2)cc1, fitness:0.00277071951819
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
CSc1ccc(NC(=O)Cc2ccsc2)cc1, fitness:0.007949441417
Cc1ccc(NC(=O)CSc2ncccn2)cc1Br, fitness:0.159642425116
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
CSc1ccc(NC(=O)Cc2ccsc2)cc1, fitness:0.007949441417
CSc1cccc(NC(=O)COc2ccc(C#N)cc2)c1, fitness:0.441733313516
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1cccc(-c2cnc(NC(C)O)nc2C)c1, fitness:0.15424704307
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
CSc1ccc(NC(=O)Cc2ccc(O)cc2)cc1, fitness:0.00260754260895
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Cc1ccc(NCc2ccnc(N3CCCC3)n2)cc1C, fitness:0.155325925745
Cc1cc(NC(=O)Cc2cccs2)ccc1OCC(F)(F)F, fitness:1.30965724823
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1C, fitness:0.48982211674
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
CSc1ccc(NC(=O)Cc2ccc(O)cc2)cc1, fitness:0.00260754260895
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
COc1ccc(C(=O)NCc2ccc3c(c2)OCCO3)cc1OC, fitness:0.207391876235
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Cc1ccc(NCc2ccnc(N3CCCC3)n2)cc1, fitness:0.0306922789686
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Nc1ccc(SCC(=O)Nc2ccc(Cl)cc2)cc1, fitness:0.00278168907945
COc1ccc(C2CCCN2C(=O)Cc2cccs2)cc1, fitness:0.762031708342
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1cc(NC(=O)Cc2c[nH]c3ccccc23)c2ncccc2c1, fitness:1.63858637161
N#Cc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.000629717892397
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(OC2CN(CC(=O)N3CCOCC3)C2)cc1, fitness:0.0736293376606
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(O)c(NC(=O)C2COc3ccccc3O2)c1, fitness:0.217293531998
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1C, fitness:1.90838992435
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
CSc1ccc(NC(=O)Cc2ccc(O)cc2)cc1, fitness:0.00260754260895
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nc(N)cc(N)n2)cc1, fitness:0.0148291915061
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1cc(NC(=O)Cc2ccsc2)c2ncccc2c1, fitness:1.67931473818
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1, fitness:0.613131043538
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Nc1nccnc1C(=O)NCc1ccc(OC2CCCC2)cc1, fitness:0.37745500717
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1, fitness:0.613131043538
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
O=C(NCC1COc2ccccc2O1)c1ccc(-n2cnnn2)cc1, fitness:0.683627477888
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NCc2cnc(N3CCOCC3)nc2)cc1C, fitness:0.116173014295
Cc1ccc(NCc2ccnc(N3CCCC3)n2)cc1C, fitness:0.155325925745
Cc1ccc(NCc2ccnc(N3CCCC3)n2)cc1C, fitness:0.155325925745
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1, fitness:0.011517875421
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Nc1ccc(C(=O)NCc2cccs2)cc1F, fitness:0.0369412126101
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1cc(NC(=O)Cc2cccs2)c2ncccc2c1, fitness:1.0269470156
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1cc(C(=O)NCc2cccs2)ccc1-n1nnc2cccnc21, fitness:1.57053389178
Cc1ccc(O)c(NCc2ccnc(N3CCCC3)n2)c1, fitness:0.604599168196
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NCc2ccnc(OC3CCCC3)n2)cc1C, fitness:0.621225947545
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NCC(O)c2cccs2)cc1C, fitness:0.00832738346353
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)C2COc3ccccc3O2)cc1C, fitness:0.0634653031128
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(OCC(=O)NCC2COc3ccccc3O2)cc1, fitness:0.498391618614
Nc1ccc(Cl)c(C(=O)NCC2CCCO2)c1, fitness:0.150063222577
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(N)c(OCC(=O)NCc2cccs2)c1, fitness:0.558302012675
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Nc1ccc(O)c(C(=O)NCc2cccs2)c1, fitness:0.0371681772891
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1, fitness:0.098300709506
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
N#Cc1ccc(NCC(O)c2ccc3c(c2)OCCO3)cc1, fitness:0.0566943418033
Cc1ccc(OCC(=O)NCc2cccs2)cc1C, fitness:0.131610364956
COc1ccc(-c2nc(C)cc(NCCO)n2)cc1, fitness:0.0216078206362
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
CSc1ccc(NC(=O)Cc2cccs2)cc1, fitness:0.00831674900212
Cc1ccc(NC(=O)CSc2ncnc3sccc23)cc1F, fitness:1.95345370631
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
COc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.162291682503
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
Cc1ccc(OCCn2cc(N)cn2)cc1C, fitness:0.0169735878974
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
Cc1ccc(NC(=O)CSc2nccc(N)n2)cc1Cl, fitness:2.35489428064
Cc1ccc(S(=O)(=O)NCC2CCCO2)cc1Br, fitness:0.187963886341
CSc1ccc(NC(=O)COc2ccc(C#N)cc2)cc1, fitness:0.0508121909541
N#Cc1ccc(NCC(O)c2ccc3c(c2)OCCO3)cc1, fitness:0.0566943418033
Nc1ccc(C(=O)NCC2COc3ccccc3O2)cc1, fitness:0.0350090163213
Nc1cc(S(=O)(=O)NCC2CCCO2)ccc1Cl, fitness:0.148066359623
COc1ccc(C(=O)NCc2cccs2)cc1OC, fitness:0.0350321197375
